ID,Full Name,Name,Prefix,Sex,Sire ID,Dam ID,Owner CTU ID,Owned
CTC179,MLP Ella,Ella,MLP,Female,CTC154,CTC180,,Yes
CTC181,MLP Eric,Eric,MLP,Male,CTC154,CTC180,,Yes
CTC183,MLP Nina,Nina,MLP,Female,CTC154,CTC182,,Yes
CTC194,M3 Mex,Mex,M3,Male,,,,No
CTC196,CoCM Gifted Spirit,Gifted Spirit,CoCM,Male,,,,No
CTC199,PvK Mr. Midnight,Mr. Midnight,PvK,Male,,,,No
CTC209,JW Casanova,Casanova,JW,Male,,,,No
CTC210,TOM Cherise,Cherise,TOM,Female,,,,No
CTC218,CM Bellatrix,Bellatrix,CM,Female,,,,No
CTC219,DM Domino,Domino,DM,Female,,,,No
