ID,Full Name,Name,Prefix,Suffix,Species,Sex,Birth Date,Sire ID,Dam ID,Genetic Code,Color,Eye Color,Owner CTU ID,Owned
CTC314,MM Uros,Uros,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU1,No
CTC321,MM Texmex,Texmex,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU1,No
CTC336,MM Burrito,Burrito,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Pink Eye White,,CTU1,No
CTC490,MM Umai Udon,Umai Udon,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Sealpoint Himalayan,,CTU1,No
CTC489,MM Uriel,Uriel,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU4,Yes
CTC488,MM Ursula,Ursula,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Sealpoint Siamese,,CTU1,No
CTC487,MM Usukuchi Shoyu,Usukuchi Shoyu,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Pink Eye White,,CTU1,No
CTC485,MM Teemo,Teemo,MM,,Fancy Mouse,Male,2025-02-25,CTC483,CTC484,,Colorpoint Beige Pied,,CTU1,No
CTC486,MM Tatufa Tofu,Tatufa Tofu,MM,,Fancy Mouse,Female,2025-02-25,CTC483,CTC484,,Colorpoint Beige,,CTU1,No
CTC513,Arianna,Arianna,,,Fancy Mouse,Female,2025-02-14,,,,Splashed,,CTU7,Yes
CTC77,Azzura,Azzura,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Blue Splashed,,CTU2,No
CTC70,Bianca,Bianca,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Splashed Fox,,CTU2,No
CTC68,Chiara,Chiara,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Blue Splashed,,CTU2,No
CTC67,Giulia,Giulia,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Black,,CTU2,No
CTC331,Sofia,Sofia,,,Fancy Mouse,Female,2025-02-14,,,,Splashed,,CTU1,No
CTC523,Allegra,Allegra,,,Fancy Mouse,Female,2025-02-13,,,,Black Tan,,CTU1,No
CTC76,MLP Raylin,Raylin,MLP,,Fancy Mouse,Female,2025-01-15,CTC152,CTC153,,Black Pied,,CTU2,No
CTC482,MM Utara,Utara,MM,,Fancy Mouse,Female,2025-01-08,CTC411,CTC402,,Brindle Pied,,CTU1,No
CTC14,BF Sami,Sami,BF,,Fancy Mouse,Male,2025-01-05,,,A/at ce/cch s/s Spl/spl go/go Re/re,Agouti Tricolor Fox,,CTU2,Yes
CTC481,MM Tigerlily,Tigerlily,MM,,Fancy Mouse,Female,2025-01-04,CTC411,CTC416,,Brindle Pied,,CTU1,No
CTC480,MM Tabita,Tabita,MM,,Fancy Mouse,Female,2025-01-04,CTC411,CTC416,,Black Tan Pied,,CTU4,Yes
CTC808,MM Aslan,Aslan,MM,,Fancy Mouse,Male,2025-01-02,CTC26,CTC28,,Blue,,CTU1,Yes
CTC11,MM Rizzo,Rizzo,MM,,Fancy Mouse,Male,2025-01-02,CTC26,CTC28,a/a B/B C/cch D/d S/s go/go Re/re,Black,,CTU2,Yes
CTC283,MM Quincy,Quincy,MM,,Fancy Mouse,Male,2025-01-01,CTC185,CTC282,,Black Pied,,CTU1,No
CTC278,MM Poco Loco,Poco Loco,MM,,Fancy Mouse,Male,2025-01-01,CTC274,CTC277,,Black Pied,,CTU1,No
CTC1123,RM Fergie,Fergie,RM,,Fancy Mouse,Female,2025-01-01,CTC29,,,Dominant Red Tan,,CTU2,No
CTC1124,RM Marten Sable,Marten Sable,RM,,Fancy Mouse,Female,2025-01-01,CTC29,,,Marten Sable,,CTU2,No
CTC479,MM Quaker,Quaker,MM,,Fancy Mouse,Male,2025-01-01,CTC185,CTC282,,Brindle,,CTU1,No
CTC1125,RM BEW,BEW,RM,,Fancy Mouse,Male,2025-01-01,,,,Black Eye White,,CTU2,No
CTC478,MM Nabrina,Nabrina,MM,,Fancy Mouse,Female,2024-12-29,CTC443,CTC410,,Black Tan,,CTU1,No
CTC656,MM's Nelson,Nelson,MM's,,Fancy Mouse,Male,2024-12-29,CTC443,CTC410,,,,CTU10,Yes
CTC475,MM Livvy,Livvy,MM,,Fancy Mouse,Female,2024-12-08,CTC397,CTC408,,Black Pied,,CTU1,No
CTC476,MM Liviana,Liviana,MM,,Fancy Mouse,Female,2024-12-08,CTC397,CTC408,,Brindle Pied,,CTU1,No
CTC474,MM Lyra,Lyra,MM,,Fancy Mouse,Female,2024-12-08,CTC397,CTC408,,Brindle Pied,,CTU1,No
CTC477,MM Liora,Liora,MM,,Fancy Mouse,Female,2024-12-08,CTC397,CTC408,,Brindle Pied,,CTU1,No
CTC320,MM Just a Flirt,Just a Flirt,MM,,Fancy Mouse,Female,2024-11-15,CTC318,CTC319,,Black Tan Pied,,CTU1,No
CTC473,MM Ivy League,Ivy League,MM,,Fancy Mouse,Female,2024-11-13,CTC413,CTC403,,Black Pied,,CTU1,No
CTC308,MM Itsy Bitsy,Itsy Bitsy,MM,,Fancy Mouse,Female,2024-11-13,CTC413,CTC403,,Black Pied,,CTU1,No
CTC305,MM Gameboy,Gameboy,MM,,Fancy Mouse,Male,2024-11-02,CTC303,CTC304,,Black Pied,,CTU1,No
CTC466,MM Dairy Queen,Dairy Queen,MM,,Fancy Mouse,Female,2024-11-01,CTC311,CTC312,,Pink Eye White,,CTU1,No
CTC465,MM Devon Rex,Devon Rex,MM,,Fancy Mouse,Male,2024-11-01,CTC311,CTC312,,Dove Tan,,CTU1,No
CTC313,MM Dazzle Dream,Dazzle Dream,MM,,Fancy Mouse,Male,2024-11-01,CTC311,CTC312,,Splashed Fox,,CTU1,No
CTC1988,RM Rowan,Rowan,RM,,Fancy Mouse,Male,2024-10-31,,,,Sealpoint Siamese,,CTU2,No
CTC57,MM Chantilly,Chantilly,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Pink Eye White,,CTU1,No
CTC339,MM Caviar Cracker,Caviar Cracker,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Black,,CTU1,No
CTC461,MM Cafe Noir,Cafe Noir,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Black,,CTU1,No
CTC454,MM Mickey,Mickey,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Black,,CTU1,No
CTC455,MM Chalked Up,Chalked Up,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Pink Eye White,,CTU1,No
CTC460,MM Choco,Choco,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Chocolate,,CTU1,No
CTC457,MM Campina,Campina,MM,,Fancy Mouse,Female,2024-10-20,CTC268,CTC269,,Pink eye White,,CTU1,No
CTC463,MM Cameo,Cameo,MM,,Fancy Mouse,Male,2024-10-20,CTC268,CTC269,,Black Banded,,CTU1,No
