ID,Full Name,Name,Prefix,Suffix,Species,Sex,Birth Date,Sire ID,Dam ID,Genetic Code,Color,Eye Color,Owner CTU ID,Owned
CTC124,MM Ursula,Ursula,MM,,Fancy Mouse,Female,2025-05-17,CTC314,CTC315,at/a b/b C/ch go/go Re/re Sa/sa,Chocolate Tan,,CTU2,No
CTC125,MM Ultima,Ultima,MM,,Fancy Mouse,Female,2025-05-17,CTC314,CTC315,at/a B/b C/ch S/s go/go Re/re sa/sa,Black Tan,,CTU2,No
CTC526,MM Oscar,Oscar,MM,,Fancy Mouse,Male,2025-05-17,CTC14,CTC473,,Agouti Colorpoint Beige Pied,,CTU7,Yes
CTC527,MM Speedy Gonzales.,Speedy Gonzales.,MM,,Fancy Mouse,Female,2025-05-17,CTC14,CTC473,,Agouti Burmese Pied,,CTU7,Yes
CTC507,MM Maribel,Maribel,MM,,Fancy Mouse,Female,2025-05-17,CTC314,CTC315,,Black Tan Pied,,CTU5,Yes
CTC123,MM Marla,Marla,MM,,Fancy Mouse,Female,2025-05-16,CTC307,CTC308,at/a C/ch s/s go/go Re/re sa/sa Rst/rst,Black Tan Pied,,CTU2,No
CTC329,MM Parker,Parker,MM,,Fancy Mouse,Male,2025-05-15,CTC11,CTC306,,Blue,,CTU1,No
CTC122,MM Primrose,Primrose,MM,,Fancy Mouse,Female,2025-05-15,CTC11,CTC306,a/a d/d go/go Re/re,Blue,,CTU2,No
CTC698,MM's Lazuli (Lazeltje),Lazuli (Lazeltje),MM's,,Fancy Mouse,Male,2025-05-15,CTC11,CTC306,,,,CTU10,Yes
CTC66,MM Omega,Omega,MM,,Fancy Mouse,Male,2025-05-14,CTC316,CTC317,,Blue,,CTU1,No
CTC116,M3 Mavi,Mavi,M3,,Fancy Mouse,Female,2025-04-22,,,a/a d/d go/go,Blue,,CTU2,No
CTC118,MM Myrrh,Myrrh,MM,,Fancy Mouse,Female,2025-04-22,CTC305,CTC300,a/a b/b s/s go/go Re/re,Chocolate Pied,,CTU2,Yes
CTC119,MM Manisha,Manisha,MM,,Fancy Mouse,Female,2025-04-22,CTC305,CTC300,a/a B/b s/s go/go Re/re,Black Pied,,CTU2,No
CTC120,MM Meadow,Meadow,MM,,Fancy Mouse,Female,2025-04-22,CTC305,CTC300,a/a b/b s/s go/go Re/re,Chocolate Pied,,CTU2,No
CTC121,MM Melina,Melina,MM,,Fancy Mouse,Female,2025-04-22,CTC305,CTC300,a/a B/b s/s go/go Re/re,Black Pied,,CTU2,No
CTC117,M3 Navy,Navy,M3,,Fancy Mouse,Female,2025-04-22,,,,Blue,,CTU1,No
CTC506,MM Koda,Koda,MM,,Fancy Mouse,Male,2025-04-22,CTC305,CTC300,,Chocolate Pied,,CTU5,Yes
CTC115,MM Lottie,Lottie,MM,,Fancy Mouse,Female,2025-04-19,CTC283,CTC297,a/a s/s go/go,Black Pied,,CTU2,Yes
CTC114,MM Lexi,Lexi,MM,,Fancy Mouse,Female,2025-04-19,CTC283,CTC297,a/a s/s go/go Rst/rst,Black Pied,,CTU2,Yes
CTC113,MM Kenzie,Kenzie,MM,,Fancy Mouse,Female,2025-04-17,CTC278,CTC296,a/a s/s go/go,Black Pied,,CTU2,No
CTC112,MM Journey,Journey,MM,,Fancy Mouse,Female,2025-04-17,CTC283,CTC284,,Tricolor,,CTU1,No
CTC111,MM Jimena,Jimena,MM,,Fancy Mouse,Female,2025-04-17,CTC283,CTC284,a/a s/s Go/go Rst/rst,Black Pied,,CTU2,Yes
CTC110,MM Ivey,Ivey,MM,,Fancy Mouse,Female,2025-04-16,CTC278,CTC280,a/a B/b C/C D/d s/s Go/go,Black Pied,,CTU2,No
CTC109,MM Habiba Marion,Habiba,MM,Marion,Fancy Mouse,Female,2025-04-14,CTC271,CTC270,a/a B/b ch/ch D/d S/s go/go Re/re Sa/sa,Sealpoint Siamese,,CTU2,No
CTC108,MM Haidera,Haidera,MM,,Fancy Mouse,Female,2025-04-14,CTC271,CTC270,a/a b/b d/d S/s go/go Re/re Sa/sa,Lilac,,CTU1,No
CTC53,MM Gianni,Gianni,MM,,Fancy Mouse,Male,2025-04-12,CTC56,CTC57,a/a B/b C/ch D/D e/e P/p S/s rn/rn go/go,Recessive Red Merle,,CTU5,Yes
CTC504,MM Gryffin,Gryffin,MM,,Fancy Mouse,Male,2025-04-12,CTC56,CTC57,,Recessive Fawn Merle,,CTU1,No
CTC107,MM Gabriella,Gabriella,MM,,Fancy Mouse,Female,2025-04-12,CTC56,CTC57,a/a C/ch e/e p/p go/go Re/re,Recessive Fawn,,CTU1,No
CTC105,MLP Wyna,Wyna,MLP,,Fancy Mouse,Female,2025-04-06,CTC181,CTC183,,Blue Pied,,CTU2,No
CTC104,MLP Wayla,Wayla,MLP,,Fancy Mouse,Female,2025-04-06,CTC181,CTC183,,Chocolate Tricolor,,CTU2,No
CTC103,RM Doria,Doria,RM,,Fancy Mouse,Female,2025-04-06,,,a/a rn/rn go/go,Black Merle,,CTU2,No
CTC106,MLP Wende,Wende,MLP,,Fancy Mouse,Female,2025-04-06,CTC181,CTC183,,Blue Pied,,CTU2,No
CTC184,MLP Tutu,Tutu,MLP,,Fancy Mouse,Female,2025-04-06,CTC181,CTC183,,Blue Pied,,CTU1,No
CTC102,MM Daevy,Daevy,MM,,Fancy Mouse,Female,2025-04-02,CTC264,CTC265,a/a b/b E/e S/s rn/rn Go/go Sa/sa,Chocolate Merle,,CTU2,No
CTC101,MM Delcia,Delcia,MM,,Fancy Mouse,Female,2025-04-02,CTC264,CTC265,,Recessive Red Merle,,CTU1,No
CTC100,MLP Vivian,Vivian,MLP,,Fancy Mouse,Female,2025-03-22,CTC152,CTC179,,Chocolate Pied,,CTU2,No
CTC98,MLP Violet,Violet,MLP,,Fancy Mouse,Female,2025-03-22,CTC152,CTC179,,Lilac Pied,,CTU2,No
CTC99,MLP Vajen,Vajen,MLP,,Fancy Mouse,Female,2025-03-22,CTC152,CTC179,,Blue Pied,,CTU2,No
CTC15,BE Charlie,Charlie,BE,,Fancy Mouse,Male,2025-03-16,,,a/a B/b E/e S/s rn/rn go/go,Black Merle,,CTU2,No
CTC503,MM Assamese Fish Curry,Assamese Fish Curry,MM,,Fancy Mouse,Male,2025-03-04,CTC483,CTC501,,Burmese,,CTU1,No
CTC502,MM Asante,Asante,MM,,Fancy Mouse,Female,2025-03-04,CTC483,CTC501,,Splashed,,CTU4,Yes
CTC496,MM Zazu,Zazu,MM,,Fancy Mouse,Female,2025-03-03,CTC185,CTC186,,Dominant Red Pied,,CTU1,No
CTC493,MM Zyan,Zyan,MM,,Fancy Mouse,Male,2025-03-03,CTC185,CTC186,,Black Pied,,CTU1,No
CTC494,MM Zongzi,Zongzi,MM,,Fancy Mouse,Female,2025-03-03,CTC185,CTC186,,Black,,CTU1,No
CTC495,MM Zizi,Zizi,MM,,Fancy Mouse,Female,2025-03-03,CTC185,CTC186,,Dominant Red Tricolor,,CTU1,No
CTC498,MM Xiaolongbao,Xiaolongbao,MM,,Fancy Mouse,Female,2025-03-03,CTC483,CTC497,,Black Pied,,CTU1,No
CTC499,MM Yaki Onigiri,Yaki Onigiri,MM,,Fancy Mouse,Female,2025-03-03,CTC311,CTC435,,Dominant Red Splashed,,CTU1,No
CTC500,MM YakiSoba,YakiSoba,MM,,Fancy Mouse,Female,2025-03-03,CTC311,CTC435,,Black,,CTU1,No
CTC78,MM Zelesta,Zelesta,MM,,Fancy Mouse,Female,2025-03-03,CTC185,CTC186,,Tricolor,,CTU1,No
CTC79,MM Zoltara,Zoltara,MM,,Fancy Mouse,Female,2025-03-03,CTC185,CTC186,,Black,,CTU2,No
CTC328,MM Winnie the Blue,Winnie the Blue,MM,,Fancy Mouse,Female,2025-03-02,CTC185,CTC322,,Blue,,CTU1,No
CTC492,MM Wakai Wakame,Wakai Wakame,MM,,Fancy Mouse,Female,2025-03-02,CTC185,CTC322,,Splashed,,CTU1,No
CTC491,MM Willow,Willow,MM,,Fancy Mouse,Male,2025-03-02,CTC185,CTC322,,Dominant Red,,CTU1,No
CTC323,MM Taco,Taco,MM,,Fancy Mouse,Female,2025-03-02,CTC185,CTC322,,Splashed,,CTU1,No
CTC338,MM Triple X,Triple X,MM,,Fancy Mouse,Male,2025-03-02,CTC185,CTC322,,Splashed,,CTU1,No
CTC327,MM Unica,Unica,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Sealpoint Himalayan,,CTU1,No
CTC314,MM Uros,Uros,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU1,No
CTC321,MM Texmex,Texmex,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU1,No
CTC336,MM Burrito,Burrito,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Pink Eye White,,CTU1,No
CTC490,MM Umai Udon,Umai Udon,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Sealpoint Himalayan,,CTU1,No
CTC489,MM Uriel,Uriel,MM,,Fancy Mouse,Male,2025-02-28,CTC313,CTC310,,Splashed,,CTU4,Yes
CTC488,MM Ursula,Ursula,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Sealpoint Siamese,,CTU1,No
CTC487,MM Usukuchi Shoyu,Usukuchi Shoyu,MM,,Fancy Mouse,Female,2025-02-28,CTC313,CTC310,,Pink Eye White,,CTU1,No
CTC485,MM Teemo,Teemo,MM,,Fancy Mouse,Male,2025-02-25,CTC483,CTC484,,Colorpoint Beige Pied,,CTU1,No
CTC486,MM Tatufa Tofu,Tatufa Tofu,MM,,Fancy Mouse,Female,2025-02-25,CTC483,CTC484,,Colorpoint Beige,,CTU1,No
CTC513,Arianna,Arianna,,,Fancy Mouse,Female,2025-02-14,,,,Splashed,,CTU7,Yes
CTC77,Azzura,Azzura,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Blue Splashed,,CTU2,No
CTC70,Bianca,Bianca,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Splashed Fox,,CTU2,No
CTC68,Chiara,Chiara,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Blue Splashed,,CTU2,No
CTC67,Giulia,Giulia,,,Fancy Mouse,Female,2025-02-14,CTC531,CTC532,,Black,,CTU2,No
CTC331,Sofia,Sofia,,,Fancy Mouse,Female,2025-02-14,,,,Splashed,,CTU1,No
CTC523,Allegra,Allegra,,,Fancy Mouse,Female,2025-02-13,,,,Black Tan,,CTU1,No
CTC76,MLP Raylin,Raylin,MLP,,Fancy Mouse,Female,2025-01-15,CTC152,CTC153,,Black Pied,,CTU2,No
CTC482,MM Utara,Utara,MM,,Fancy Mouse,Female,2025-01-08,CTC411,CTC402,,Brindle Pied,,CTU1,No
CTC14,BF Sami,Sami,BF,,Fancy Mouse,Male,2025-01-05,,,A/at ce/cch s/s Spl/spl go/go Re/re,Agouti Tricolor Fox,,CTU2,Yes
CTC481,MM Tigerlily,Tigerlily,MM,,Fancy Mouse,Female,2025-01-04,CTC411,CTC416,,Brindle Pied,,CTU1,No
CTC480,MM Tabita,Tabita,MM,,Fancy Mouse,Female,2025-01-04,CTC411,CTC416,,Black Tan Pied,,CTU4,Yes
CTC808,MM Aslan,Aslan,MM,,Fancy Mouse,Male,2025-01-02,CTC26,CTC28,,Blue,,CTU1,Yes
CTC11,MM Rizzo,Rizzo,MM,,Fancy Mouse,Male,2025-01-02,CTC26,CTC28,a/a B/B C/cch D/d S/s go/go Re/re,Black,,CTU2,Yes
CTC283,MM Quincy,Quincy,MM,,Fancy Mouse,Male,2025-01-01,CTC185,CTC282,,Black Pied,,CTU1,No
CTC278,MM Poco Loco,Poco Loco,MM,,Fancy Mouse,Male,2025-01-01,CTC274,CTC277,,Black Pied,,CTU1,No
CTC1123,RM Fergie,Fergie,RM,,Fancy Mouse,Female,2025-01-01,CTC29,,,Dominant Red Tan,,CTU2,No
CTC1124,RM Marten Sable,Marten Sable,RM,,Fancy Mouse,Female,2025-01-01,CTC29,,,Marten Sable,,CTU2,No
CTC479,MM Quaker,Quaker,MM,,Fancy Mouse,Male,2025-01-01,CTC185,CTC282,,Brindle,,CTU1,No
CTC1125,RM BEW,BEW,RM,,Fancy Mouse,Male,2025-01-01,,,,Black Eye White,,CTU2,No
CTC478,MM Nabrina,Nabrina,MM,,Fancy Mouse,Female,2024-12-29,CTC443,CTC410,,Black Tan,,CTU1,No
CTC656,MM's Nelson,Nelson,MM's,,Fancy Mouse,Male,2024-12-29,CTC443,CTC410,,,,CTU10,Yes
