ID,Full Name,Name,Prefix,Suffix,Species,Sex,Birth Date,Sire ID,Dam ID,Genetic Code,Color,Eye Color,Owner CTU ID,Owned
CTC1254,MM J15-F4,J15-F4,MM,,Fancy Mouse,Female,2026-01-17,CTC349,CTC119,,Chocolate Pied,,CTU2,No
CTC1252,MM J15-M4,J15-M4,MM,,Fancy Mouse,Male,2026-01-17,CTC349,CTC119,,Tricolor,,CTU2,No
CTC1249,MM J15-F1,J15-F1,MM,,Fancy Mouse,Female,2026-01-17,CTC349,CTC119,,Chocolate Tricolor,,CTU2,No
CTC1251,MM J15-M1,J15-M1,MM,,Fancy Mouse,Male,2026-01-17,CTC349,CTC119,,Tricolor,,CTU2,No
CTC1253,MM J15-F3,J15-F3,MM,,Fancy Mouse,Female,2026-01-17,CTC349,CTC119,,Black Pied,,CTU2,No
CTC1250,MM J15-M3,J15-M3,MM,,Fancy Mouse,Male,2026-01-17,CTC349,CTC119,,Tricolor,,CTU2,No
CTC1248,MM J15-F2,J15-F2,MM,,Fancy Mouse,Female,2026-01-17,CTC349,CTC119,,Tricolor,,CTU2,No
CTC1247,MM J15-M2,J15-M2,MM,,Fancy Mouse,Male,2026-01-17,CTC349,CTC119,,Chocolate Pied,,CTU2,No
CTC1120,I15-M2,I15-M2,,,Fancy Mouse,Male,2026-01-08,CTC350,CTC110,,,,CTU2,Yes
CTC1122,I15-F2,I15-F2,,,Fancy Mouse,Female,2026-01-08,CTC350,CTC110,,,,CTU2,No
CTC1121,I15-M1,I15-M1,,,Fancy Mouse,Male,2026-01-08,CTC350,CTC110,,Lilac Pied,,CTU2,No
CTC1119,I15-M3,I15-M3,,,Fancy Mouse,Male,2026-01-08,CTC350,CTC110,,,,CTU2,Yes
CTC1118,I15-F3,I15-F3,,,Fancy Mouse,Female,2026-01-08,CTC350,CTC110,,,,CTU2,No
CTC1117,I15-F1,I15-F1,,,Fancy Mouse,Female,2026-01-08,CTC350,CTC110,,,,CTU2,No
CTC1116,I15-F4,I15-F4,,,Fancy Mouse,Female,2026-01-08,CTC350,CTC110,,Black Pied,,CTU2,No
CTC1115,I15-M4,I15-M4,,,Fancy Mouse,Male,2026-01-08,CTC350,CTC110,,Chocolate Pied,,CTU2,No
CTC1110,MM Hikari,Hikari,MM,,Fancy Mouse,Male,2026-01-04,CTC25,CTC129,a/a ch/ch go/go,sealpoint siamese,,CTU9,Yes
CTC1106,H15-M4 Kassy,H15-M4,,Kassy,Fancy Mouse,Male,2026-01-04,CTC25,CTC129,,,,CTU2,No
CTC1107,H15-M5 Marion,H15-M5,,Marion,Fancy Mouse,Male,2026-01-04,CTC25,CTC129,,,,CTU2,No
CTC1109,MM Hera,Hera,MM,,Fancy Mouse,Female,2026-01-04,CTC25,CTC129,,,,CTU2,Yes
CTC1108,MM Holly,Holly,MM,,Fancy Mouse,Female,2026-01-04,CTC25,CTC129,,,,CTU2,Yes
CTC1112,H15-M2,H15-M2,,,Fancy Mouse,Male,2026-01-04,CTC25,CTC129,,Sealpoint Siamese,,CTU2,No
CTC1111,H15-M3 Kassy,H15-M3,,Kassy,Fancy Mouse,Male,2026-01-04,CTC25,CTC129,,,,CTU2,No
CTC993,M3 Tarin,Tarin,M3,,Fancy Mouse,Female,2025-12-28,,,,Blue,,CTU2,Yes
CTC992,M3 Tova,Tova,M3,,Fancy Mouse,Female,2025-12-28,,,,Blue,,CTU2,Yes
CTC649,MM G15-M1,G15-M1,MM,,Fancy Mouse,Male,2025-12-18,CTC23,CTC116,,Blue,,CTU1,No
CTC650,MM G15-F1 Elise,G15-F1,MM,Elise,Fancy Mouse,Female,2025-12-18,CTC23,CTC116,,Blue,,CTU2,No
CTC651,MM Gaia,Gaia,MM,,Fancy Mouse,Female,2025-12-18,CTC23,CTC116,a/a d/d go/go Re/re sa/sa,Blue,,CTU9,Yes
CTC648,MM Fabiosa,Fabiosa,MM,,Fancy Mouse,Female,2025-12-16,CTC20,CTC122,,Blue,,CTU2,Yes
CTC646,MM Furby,Furby,MM,,Fancy Mouse,Male,2025-12-16,CTC20,CTC122,a/a d/d go/go Re/re Rst/rst,Blue,,CTU2,Yes
CTC645,MM E15-F1,E15-F1,MM,,Fancy Mouse,Female,2025-12-16,CTC15,CTC120,,Splashed,,CTU2,Yes
CTC644,MM E15-M2,E15-M2,MM,,Fancy Mouse,Male,2025-12-16,CTC15,CTC120,,Black,,CTU1,No
CTC643,MM E15-M1,E15-M1,MM,,Fancy Mouse,Male,2025-12-16,CTC15,CTC120,,Black Pied,,CTU1,No
CTC642,MM Dahlia,Dahlia,MM,,Fancy Mouse,Female,2025-12-15,CTC18,CTC108,a/a B/b C/ch d/d go/go Re/re Rst/rst,Blue,,CTU9,Yes
CTC638,MM Calimero,Calimero,MM,,Fancy Mouse,Male,2025-12-15,CTC11,CTC113,a/a S/s go/go sa/sa,Black,,CTU2,Yes
CTC639,MM D15-M1,D15-M1,MM,,Fancy Mouse,Male,2025-12-15,CTC18,CTC108,,Blue,,CTU2,No
CTC640,MM D15-F1 Kassy,D15-F1,MM,Kassy,Fancy Mouse,Female,2025-12-15,CTC18,CTC108,,Blue,,CTU2,No
CTC641,MM D15-F2 Kassy,D15-F2,MM,Kassy,Fancy Mouse,Female,2025-12-15,CTC18,CTC108,,Blue,,CTU2,No
CTC805,DM Asha,Asha,DM,,Fancy Mouse,Female,2025-12-07,CTC521,CTC516,,Bluepoint Siamese,,CTU2,Yes
CTC804,DM Vitan,Vitan,DM,,Fancy Mouse,Male,2025-12-07,CTC521,CTC516,a/a ch/ch go/go Re/re,Siamese,,CTU2,Yes
CTC622,MM Chardonay,Chardonay,MM,,Fancy Mouse,Female,2025-12-05,CTC53,CTC107,,Fawn,,CTU7,Yes
CTC623,MM Chikaka,Chikaka,MM,,Fancy Mouse,Female,2025-12-05,CTC53,CTC107,,Pink Eye White,,CTU1,No
CTC624,M1,M1,,,Fancy Mouse,Male,2025-12-05,CTC53,CTC107,,Pink Eye White,,CTU1,No
CTC626,MM B15-M3,B15-M3,MM,,Fancy Mouse,Male,2025-12-05,CTC53,CTC107,,Pink Eye White (Siamese + PE),,CTU1,No
CTC625,MM B15-M2,B15-M2,MM,,Fancy Mouse,Male,2025-12-05,CTC53,CTC107,,Pink Eye White (Siamese + PE),,CTU1,No
CTC619,MM A15-M2,A15-M2,MM,,Fancy Mouse,Male,2025-12-03,CTC20,CTC105,,Lilac Pied,,CTU1,No
CTC620,MM A15-M3,A15-M3,MM,,Fancy Mouse,Male,2025-12-03,CTC20,CTC105,,Blue Pied,,CTU1,No
CTC618,MM Armani,Armani,MM,,Fancy Mouse,Male,2025-12-03,CTC20,CTC105,a/a b/b d/d s/s go/go Sa/sa rst/rst,Lilac Pied,,CTU2,Yes
CTC621,MM A15-F1,A15-F1,MM,,Fancy Mouse,Female,2025-12-03,CTC20,CTC105,,Blue Pied,,CTU1,No
CTC591,MM Fiddich,Fiddich,MM,,Fancy Mouse,Female,2025-11-20,CTC25,CTC104,,Blue Splashed,,CTU1,No
CTC593,MM Zira,Zira,MM,,Fancy Mouse,Female,2025-11-20,CTC25,CTC104,a/a B/b ch/ch S/s Spl/spl go/go,Splashed,,CTU9,Yes
CTC595,MM Z14-M2,Z14-M2,MM,,Fancy Mouse,Male,2025-11-20,CTC25,CTC104,,Splashed,,CTU1,No
CTC594,MM Z14-M4,Z14-M4,MM,,Fancy Mouse,Male,2025-11-20,CTC25,CTC104,,Blue Splashed,,CTU1,No
CTC590,MM Blitz,Blitz,MM,,Fancy Mouse,Male,2025-11-20,CTC25,CTC104,a/a B/b ch/ch S/s Spl/spl go/go sa/sa,Splashed,,CTU24,Yes
CTC588,MM Z14-M3,Z14-M3,MM,,Fancy Mouse,Male,2025-11-20,CTC25,CTC104,,Blue Splashed,,CTU1,No
CTC589,MM Z14-M1,Z14-M1,MM,,Fancy Mouse,Male,2025-11-20,CTC25,CTC104,,Blue Splashed,,CTU1,No
CTC592,MM Zumi,Zumi,MM,,Fancy Mouse,Female,2025-11-20,CTC25,CTC104,a/a B/b ch/ch S/s Spl/spl go/go,Splashed,,CTU9,Yes
CTC586,MM Y14-M1,Y14-M1,MM,,Fancy Mouse,Male,2025-11-19,CTC54,CTC103,,Black Merle,,CTU2,No
CTC587,MM Yeera,Yeera,MM,,Fancy Mouse,Female,2025-11-19,CTC54,CTC103,,Black Merle,,CTU2,Yes
CTC566,MM U14-M1 Elise,U14-M1,MM,Elise,Fancy Mouse,Male,2025-11-17,CTC20,CTC76,,Lilac Pied,,CTU2,No
CTC567,MM U14-M2 Kassy,U14-M2,MM,Kassy,Fancy Mouse,Male,2025-11-17,CTC20,CTC76,,Blue Pied,,CTU2,No
CTC568,MM Unix,Unix,MM,,Fancy Mouse,Male,2025-11-17,CTC20,CTC76,a/a D/d s/s go/go sa/sa Rst/rst,Black Pied,,CTU2,Yes
CTC569,MM U14-M4,U14-M4,MM,,Fancy Mouse,Male,2025-11-17,CTC20,CTC76,,Black,,CTU1,No
CTC570,MM Unita,Unita,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC76,,Lilac Pied,,CTU2,Yes
CTC571,MM Uvala,Uvala,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC76,,Blue,,CTU2,Yes
CTC572,MM Upsy,Upsy,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC76,,Black Pied,,CTU2,Yes
CTC573,MM Umbra,Umbra,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC76,,Black,,CTU2,Yes
CTC574,MM Voodoo Kassy,Voodoo,MM,Kassy,Fancy Mouse,Male,2025-11-17,CTC20,CTC99,a/a b/b d/d s/s go/go Re/re sa/sa Rst/rst,Lilac Pied,,CTU2,No
CTC576,MM Opal,Opal,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC99,,Blue Pied,,CTU7,Yes
CTC575,MM Pearl,Pearl,MM,,Fancy Mouse,Female,2025-11-17,CTC20,CTC99,,Blue Pied,,CTU7,Yes
CTC577,MM W14-M1,W14-M1,MM,,Fancy Mouse,Male,2025-11-17,CTC17,CTC98,,Blue Splashed,,CTU1,No
CTC578,MM W14-M2,W14-M2,MM,,Fancy Mouse,Male,2025-11-17,CTC17,CTC98,,Blue Splashed,,CTU1,No
CTC579,MM Wicky,Wicky,MM,,Fancy Mouse,Female,2025-11-17,CTC17,CTC98,,Blue Splashed,,CTU2,Yes
CTC580,MM Whoopy,Whoopy,MM,,Fancy Mouse,Female,2025-11-17,CTC17,CTC98,,Blue Splashed,,CTU2,Yes
CTC581,MM Gin,Gin,MM,,Fancy Mouse,Female,2025-11-17,CTC17,CTC98,,Blue Splashed,,CTU7,Yes
CTC582,MM Brownie,Brownie,MM,,Fancy Mouse,Male,2025-11-17,CTC16,CTC100,,Chocolate Tan Pied,,CTU7,Yes
CTC583,MM Xavi,Xavi,MM,,Fancy Mouse,Male,2025-11-17,CTC16,CTC100,a/a b/b s/s Rn/rn go/go Sa/sa,Chocolate Pied,,CTU2,Yes
CTC585,MM Overbaked,Overbaked,MM,,Fancy Mouse,Female,2025-11-17,CTC16,CTC100,,Black Pied,,CTU7,Yes
CTC584,MM Xayah,Xayah,MM,,Fancy Mouse,Female,2025-11-17,CTC16,CTC100,a/a B/b s/s Rn/rn go/go Sa/sa,Black,,CTU9,Yes
CTC991,M3 Zaya,Zaya,M3,,Fancy Mouse,Female,2025-11-16,,,,Siamese,,CTU2,Yes
CTC807,MF Cotija,Cotija,MF,,Fancy Mouse,Female,2025-11-11,CTC526,CTC336,a/a ch/ch p/p S/s go/go Re/re sa/sa,Pink Eye White,,CTU2,Yes
CTC806,MF Tamala,Tamala,MF,,Fancy Mouse,Female,2025-11-11,CTC526,CTC336,,Sealpoint Siamese,,CTU2,Yes
CTC558,MM Tetsu,Tetsu,MM,,Fancy Mouse,Male,2025-11-04,CTC22,CTC79,a/a d/d s/s Rn/rn go/go,Blue,,CTU9,Yes
CTC355,MM Tapioka,Tapioka,MM,,Fancy Mouse,Female,2025-11-04,CTC22,CTC79,a/a d/d s/s Rn/rn go/go Re/re,Blue Pied,,CTU2,No
CTC557,MM Sally,Sally,MM,,Fancy Mouse,Female,2025-10-30,CTC53,CTC102,a/a B/b E/e rn/rn go/go,Black Merle,,CTU2,Yes
CTC556,MM Hans,Hans,MM,,Fancy Mouse,Male,2025-10-30,CTC53,CTC102,,Recessive Red Merle,,CTU5,Yes
CTC555,MM S14-M1,S14-M1,MM,,Fancy Mouse,Male,2025-10-30,CTC53,CTC102,,,,CTU1,No
CTC554,MM Skol,Skol,MM,,Fancy Mouse,Male,2025-10-30,CTC53,CTC102,a/a b/b E/e rn/rn Go/go,chocolat,,CTU9,Yes
CTC353,MM Special,Special,MM,,Fancy Mouse,Male,2025-10-30,CTC53,CTC102,a/a b/b E/e S/s rn/rn Go/go,Chocolate Calico,,CTU2,Yes
CTC354,MM Sunny,Sunny,MM,,Fancy Mouse,Female,2025-10-30,CTC53,CTC102,a/a B/b e/e rn/rn Go/go,Recessive Red Merle,,CTU2,Yes
CTC551,MM Rio,Rio,MM,,Fancy Mouse,Male,2025-10-24,CTC21,CTC78,,Tricolor,,CTU7,Yes
CTC553,MM R14-F4,R14-F4,MM,,Fancy Mouse,Female,2025-10-24,,,,,,CTU1,No
CTC352,MM Ramona,Ramona,MM,,Fancy Mouse,Female,2025-10-24,CTC21,CTC78,a/a ch/ch s/s Spl/spl go/go Re/re Sa/sa,Tricolor,,CTU2,Yes
CTC351,MM Rogue,Rogue,MM,,Fancy Mouse,Female,2025-10-24,CTC21,CTC78,a/a ch/ch d/d s/s Spl/spl go/go Re/re Sa/sa rst/rst,Blue Tricolor,,CTU2,Yes
CTC350,MM Ryder,Ryder,MM,,Fancy Mouse,Male,2025-10-24,CTC21,CTC78,a/a B/b ch/ch D/d s/s Spl/spl go/go Re/re Sa/sa,Tricolor,,CTU2,Yes
CTC349,MM Royce,Royce,MM,,Fancy Mouse,Male,2025-10-24,CTC21,CTC78,a/a B/b ch/ch d/d s/s Spl/spl go/go Sa/sa rst/rst,Blue Tricolor,,CTU2,Yes
CTC547,MM Q14-F1,Q14-F1,MM,,Fancy Mouse,Female,2025-10-20,CTC11,CTC97,,,,CTU1,No
CTC546,MM Quix,Quix,MM,,Fancy Mouse,Male,2025-10-20,CTC11,CTC97,a/a B/b S/s go/go Re/re,Black,,CTU2,No
CTC347,MM Qutie,Qutie,MM,,Fancy Mouse,Female,2025-10-20,CTC11,CTC97,a/a B/b s/s go/go Re/re,Black Pied,,CTU2,Yes
CTC348,MM Quana,Quana,MM,,Fancy Mouse,Female,2025-10-20,CTC11,CTC97,a/a B/b s/s go/go Re/re,Black Pied,,CTU2,Yes
CTC542,MM Prism,Prism,MM,,Fancy Mouse,Male,2025-10-18,CTC15,CTC101,a/a e/e rn/rn Go/go,Red recessif,,CTU2,Yes
CTC346,MM Cruella,Cruella,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,,Black Merle Pied,,CTU5,Yes
CTC545,MM P14-F8,P14-F8,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,,,,CTU1,No
CTC544,MM Pixel,Pixel,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,a/a E/e s/s rn/rn Go/go,Black,,CTU9,Yes
CTC543,MM P14-F6,P14-F6,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,,,,CTU1,No
CTC344,MM Calico,Calico,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,a/a E/e rn/rn go/go,Black Calico,,CTU2,Yes
CTC345,MM Primadonna,Primadonna,MM,,Fancy Mouse,Female,2025-10-18,CTC15,CTC101,a/a E/e s/s rn/rn Go/go,Black Merle Pied,,CTU2,Yes
CTC1027,DM Kaia,Kaia,DM,,Fancy Mouse,Female,2025-10-05,CTC517,CTC510,a/a d/d go/go Re/re,Blue,,CTU2,Yes
CTC809,RM Ripton,Ripton,RM,,Fancy Mouse,Male,2025-09-14,CTC808,CTC1123,at/a D/d go/go Re/re,Black Tan,,CTU2,Yes
CTC521,MF Simba,Simba,MF,,Fancy Mouse,Male,2025-09-13,CTC340,CTC129,,Sealpoint Siamese,,CTU5,No
CTC559,MF Jake,Jake,MF,,Fancy Mouse,Male,2025-09-13,CTC340,CTC129,,Blue Tan,,CTU5,Yes
CTC520,MF Pocahontas,Pocahontas,MF,,Fancy Mouse,Female,2025-09-13,CTC340,CTC129,,Black Tan,,CTU1,No
CTC343,MM Sassy Marion,Sassy,MM,Marion,Fancy Mouse,Female,2025-09-12,CTC340,CTC337,a/a c/ch go/go,Sealpoint Himalayan,,CTU2,No
CTC560,MF Edna,Edna,MF,,Fancy Mouse,Female,2025-09-12,CTC340,CTC337,,Black,,CTU5,Yes
CTC561,MF Baloo,Baloo,MF,,Fancy Mouse,Male,2025-09-12,CTC340,CTC337,,Splashed,,CTU5,Yes
CTC342,MM Nameless Kassy,Nameless,MM,Kassy,Fancy Mouse,Female,2025-09-12,CTC340,CTC337,,Dove,,CTU2,No
CTC341,MM Neela,Neela,MM,,Fancy Mouse,Female,2025-09-12,CTC340,CTC337,a/a d/d go/go Re/re,Blue,,CTU2,Yes
CTC990,M3 Rumi,Rumi,M3,,Fancy Mouse,Male,2025-08-26,CTC1125,CTC1124,a/a ch/ch d/d Spl/spl Go/go Re/re sa/sa,Blue Splashed,,CTU2,Yes
CTC525,MM Mirage,Mirage,MM,,Fancy Mouse,Female,2025-08-21,CTC14,CTC523,,Black Tan,,CTU5,Yes
CTC565,MM O14-F5,O14-F5,MM,,Fancy Mouse,Female,2025-08-21,CTC14,CTC523,,Agouti Dilute,,CTU1,No
CTC564,MM O14-F6,O14-F6,MM,,Fancy Mouse,Female,2025-08-21,CTC14,CTC523,,Agouti Dilute Fox,,CTU1,No
CTC522,MM Violet,Violet,MM,,Fancy Mouse,Female,2025-08-21,CTC14,CTC523,,Black Tan,,CTU5,No
CTC151,MM Nayeli,Nayeli,MM,,Fancy Mouse,Female,2025-08-10,CTC69,CTC70,at/a ch/ch Spl/spl Rn/rn go/go Re/re,Splashed Fox,,CTU2,Yes
CTC518,MM Nani,Nani,MM,,Fancy Mouse,Female,2025-08-10,CTC69,CTC70,,Splashed Fox,,CTU1,No
CTC25,MM Nolan,Nolan,MM,,Fancy Mouse,Male,2025-08-10,CTC69,CTC70,a/a B/B ch/ch D/d Rn/rn go/go Sa/sa Rst/Rst,Sealpoint Siamese,,CTU2,Yes
CTC519,FS Tinkerbell,Tinkerbell,FS,,Fancy Mouse,Female,2025-08-10,,,a/a b/b ch/ch s/s Spl/spl go/go,Chocolate Tricolor,,CTU2,Yes
CTC150,MM Maddox,Maddox,MM,,Fancy Mouse,Female,2025-08-09,CTC61,CTC68,a/a ch/cch d/d go/go Re/re,Blue Burmese,,CTU2,Yes
CTC672,MM Binx,Binx,MM,,Fancy Mouse,Male,2025-08-09,CTC61,CTC68,,Blue Splashed,,CTU24,Yes
CTC517,MM Remy,Remy,MM,,Fancy Mouse,Male,2025-08-09,CTC61,CTC68,a/a d/d,Blue Burmese,,CTU5,No
CTC24,MM Mickah,Mickah,MM,,Fancy Mouse,Male,2025-08-09,CTC61,CTC68,,Bluepoint Siamese,,CTU1,No
CTC149,MM Leah,Leah,MM,,Fancy Mouse,Female,2025-08-07,CTC66,CTC67,a/a D/d rn/rn go/go Re/re sa/sa,Black Merle,,CTU2,No
CTC148,MM London,London,MM,,Fancy Mouse,Female,2025-08-07,CTC66,CTC67,a/a D/d s/s rn/rn go/go Re/re sa/sa,Black Merle Pied,,CTU2,No
CTC22,MM Laszlo,Laszlo,MM,,Fancy Mouse,Male,2025-08-07,CTC66,CTC67,a/a D/d s/s rn/rn go/go Re/re Sa/sa,Black Merle Pied,,CTU2,No
CTC23,MM Legend,Legend,MM,,Fancy Mouse,Male,2025-08-07,CTC66,CTC67,a/a D/d P/p go/go Re/re Sa/sa,Black,,CTU2,No
CTC562,MM Lilo,Lilo,MM,,Fancy Mouse,Female,2025-08-07,CTC66,CTC67,,Black,,CTU1,No
CTC147,MM Lainey,Lainey,MM,,Fancy Mouse,Female,2025-08-07,CTC66,CTC67,a/a d/d s/s go/go Sa/sa,Blue Pied,,CTU2,Yes
CTC144,MF Daifuku,Daifuku,MF,,Fancy Mouse,Female,2025-08-06,CTC330,CTC184,a/a C/cch d/d S/s go/go Re/re sa/sa rst/rst,Blue,,CTU2,Yes
CTC514,MF Destiny,Destiny,MF,,Fancy Mouse,Female,2025-08-06,CTC330,CTC184,,Blue,,CTU5,No
CTC515,MF Donut,Donut,MF,,Fancy Mouse,Female,2025-08-06,CTC330,CTC184,,Blue,,CTU1,No
CTC516,MM Kiara,Kiara,MM,,Fancy Mouse,Female,2025-08-06,CTC65,CTC331,,Sealpoint Siamese,,CTU5,Yes
CTC20,MF Daikon Marion,Daikon,MF,Marion,Fancy Mouse,Male,2025-08-06,CTC330,CTC184,a/a B/b C/cch d/d S/s go/go Re/re Sa/sa rst/rst,Blue,,CTU2,No
CTC21,MM Knox,Knox,MM,,Fancy Mouse,Male,2025-08-06,CTC65,CTC331,a/a ch/ch D/d s/s Spl/spl go/go Re/re sa/sa,Tricolor,,CTU24,Yes
CTC146,MM Kadee,Kadee,MM,,Fancy Mouse,Female,2025-08-06,CTC65,CTC331,a/a ch/ch go/go Re/re,Sealpoint Siamese,,CTU2,Yes
CTC145,MM Keira,Keira,MM,,Fancy Mouse,Female,2025-08-06,CTC65,CTC331,a/a ch/ch s/s Spl/spl go/go Re/re,Tricolor,,CTU2,Yes
CTC142,MM Jazlin,Jazlin,MM,,Fancy Mouse,Female,2025-08-04,CTC314,CTC77,a/a ch/ch d/d Spl/spl go/go Re/re sa/sa,Blue Splashed,,CTU2,Yes
CTC143,MM Jaylee,Jaylee,MM,,Fancy Mouse,Female,2025-08-04,CTC314,CTC77,a/a ch/ch d/d Spl/spl go/go Re/re sa/sa,Blue Splashed,,CTU2,No
